Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,008315,2016,12,14,12.5,1,N
IDCJAC0011,008315,2016,12,15,15.6,1,N
IDCJAC0011,008315,2016,12,16,17.2,1,Y
IDCJAC0011,008315,2016,12,17,14.0,1,Y
IDCJAC0011,008315,2016,12,18,15.7,1,Y
IDCJAC0011,008315,2016,12,19,14.7,1,N
IDCJAC0011,008315,2016,12,20,11.9,1,N
IDCJAC0011,008315,2016,12,21,20.6,1,N
IDCJAC0011,008315,2016,12,22,20.4,1,N
IDCJAC0011,008315,2016,12,23,19.2,1,Y
IDCJAC0011,008315,2016,12,24,20.5,1,Y
IDCJAC0011,008315,2016,12,25,20.4,1,Y
IDCJAC0011,008315,2016,12,26,14.8,1,N
IDCJAC0011,008315,2016,12,27,18.4,1,Y
IDCJAC0011,008315,2016,12,28,12.2,1,Y
IDCJAC0011,008315,2016,12,29,11.1,1,Y
IDCJAC0011,008315,2016,12,30,16.3,1,N
IDCJAC0011,008315,2016,12,31,14.5,1,N
