Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,009091,2016,08,29,14.6
IDCJAC0016,009091,2016,08,30,12.1
IDCJAC0016,009091,2016,08,31,11.1
IDCJAC0016,009091,2016,09,01,18.4
IDCJAC0016,009091,2016,09,02,11.6
IDCJAC0016,009091,2016,09,03,18.5
IDCJAC0016,009091,2016,09,04,15.4
IDCJAC0016,009091,2016,09,05,19.1
IDCJAC0016,009091,2016,09,06,14.4
IDCJAC0016,009091,2016,09,07,13.6
IDCJAC0016,009091,2016,09,08,16.2
IDCJAC0016,009091,2016,09,09,11.3
IDCJAC0016,009091,2016,09,10,14.2
IDCJAC0016,009091,2016,09,11,11.8
IDCJAC0016,009091,2016,09,12,18.3
IDCJAC0016,009091,2016,09,13,20.3
IDCJAC0016,009091,2016,09,14,20.1
IDCJAC0016,009091,2016,09,15,13.9
IDCJAC0016,009091,2016,09,16,19.9
IDCJAC0016,009091,2016,09,17,18.8
IDCJAC0016,009091,2016,09,18,12.0
IDCJAC0016,009091,2016,09,19,15.6
IDCJAC0016,009091,2016,09,20,19.6
IDCJAC0016,009091,2016,09,21,21.8
IDCJAC0016,009091,2016,09,22,10.4
IDCJAC0016,009091,2016,09,23,18.4
IDCJAC0016,009091,2016,09,24,17.2
IDCJAC0016,009091,2016,09,25,20.0
IDCJAC0016,009091,2016,09,26,12.1
IDCJAC0016,009091,2016,09,27,14.0
IDCJAC0016,009091,2016,09,28,19.4
IDCJAC0016,009091,2016,09,29,23.1
IDCJAC0016,009091,2016,09,30,14.2
IDCJAC0016,009091,2016,10,01,18.1
IDCJAC0016,009091,2016,10,02,18.2
IDCJAC0016,009091,2016,10,03,10.0
IDCJAC0016,009091,2016,10,04,15.9
IDCJAC0016,009091,2016,10,05,24.2
IDCJAC0016,009091,2016,10,06,18.0
IDCJAC0016,009091,2016,10,07,20.5
IDCJAC0016,009091,2016,10,08,8.5
IDCJAC0016,009091,2016,10,09,18.2
IDCJAC0016,009091,2016,10,10,24.8
IDCJAC0016,009091,2016,10,11,24.9
IDCJAC0016,009091,2016,10,12,25.3
IDCJAC0016,009091,2016,10,13,24.1
IDCJAC0016,009091,2016,10,14,20.1
IDCJAC0016,009091,2016,10,15,21.7
IDCJAC0016,009091,2016,10,16,24.7
IDCJAC0016,009091,2016,10,17,18.2
IDCJAC0016,009091,2016,10,18,26.2
IDCJAC0016,009091,2016,10,19,21.4
IDCJAC0016,009091,2016,10,20,24.1
IDCJAC0016,009091,2016,10,21,25.8
IDCJAC0016,009091,2016,10,22,26.8
IDCJAC0016,009091,2016,10,23,27.0
IDCJAC0016,009091,2016,10,24,21.6
IDCJAC0016,009091,2016,10,25,23.5
IDCJAC0016,009091,2016,10,26,26.9
IDCJAC0016,009091,2016,10,27,26.8
IDCJAC0016,009091,2016,10,28,27.5
IDCJAC0016,009091,2016,10,29,18.0
IDCJAC0016,009091,2016,10,30,27.6
IDCJAC0016,009091,2016,10,31,27.9
IDCJAC0016,009091,2016,11,01,28.1
IDCJAC0016,009091,2016,11,02,28.4
IDCJAC0016,009091,2016,11,03,28.4
IDCJAC0016,009091,2016,11,04,26.9
IDCJAC0016,009091,2016,11,05,28.8
IDCJAC0016,009091,2016,11,06,27.7
IDCJAC0016,009091,2016,11,07,28.7
IDCJAC0016,009091,2016,11,08,29.1
IDCJAC0016,009091,2016,11,09,25.6
IDCJAC0016,009091,2016,11,10,21.5
IDCJAC0016,009091,2016,11,11,26.9
IDCJAC0016,009091,2016,11,12,27.4
IDCJAC0016,009091,2016,11,13,29.8
IDCJAC0016,009091,2016,11,14,29.9
IDCJAC0016,009091,2016,11,15,28.3
IDCJAC0016,009091,2016,11,16,14.2
IDCJAC0016,009091,2016,11,17,30.0
IDCJAC0016,009091,2016,11,18,30.1
IDCJAC0016,009091,2016,11,19,29.9
IDCJAC0016,009091,2016,11,20,24.2
IDCJAC0016,009091,2016,11,21,29.2
IDCJAC0016,009091,2016,11,22,30.4
IDCJAC0016,009091,2016,11,23,30.6
IDCJAC0016,009091,2016,11,24,30.6
IDCJAC0016,009091,2016,11,25,30.7
IDCJAC0016,009091,2016,11,26,31.0
IDCJAC0016,009091,2016,11,27,30.6
IDCJAC0016,009091,2016,11,28,31.0
IDCJAC0016,009091,2016,11,29,30.8
IDCJAC0016,009091,2016,11,30,30.1
IDCJAC0016,009091,2016,12,01,24.8
IDCJAC0016,009091,2016,12,02,30.9
IDCJAC0016,009091,2016,12,03,25.8
IDCJAC0016,009091,2016,12,04,30.4
IDCJAC0016,009091,2016,12,05,30.6
IDCJAC0016,009091,2016,12,06,30.8
IDCJAC0016,009091,2016,12,07,29.1
IDCJAC0016,009091,2016,12,08,31.1
IDCJAC0016,009091,2016,12,09,31.4
IDCJAC0016,009091,2016,12,10,31.5
IDCJAC0016,009091,2016,12,11,23.8
IDCJAC0016,009091,2016,12,12,22.8
IDCJAC0016,009091,2016,12,13,30.1
IDCJAC0016,009091,2016,12,14,31.6
IDCJAC0016,009091,2016,12,15,25.7
IDCJAC0016,009091,2016,12,16,31.6
IDCJAC0016,009091,2016,12,17,31.3
IDCJAC0016,009091,2016,12,18,31.2
IDCJAC0016,009091,2016,12,19,31.3
IDCJAC0016,009091,2016,12,20,31.4
IDCJAC0016,009091,2016,12,21,30.6
IDCJAC0016,009091,2016,12,22,26.3
IDCJAC0016,009091,2016,12,23,31.8
IDCJAC0016,009091,2016,12,24,31.3
IDCJAC0016,009091,2016,12,25,31.6
IDCJAC0016,009091,2016,12,26,30.8
IDCJAC0016,009091,2016,12,27,26.3
IDCJAC0016,009091,2016,12,28,26.5
IDCJAC0016,009091,2016,12,29,31.4
IDCJAC0016,009091,2016,12,30,30.2
IDCJAC0016,009091,2016,12,31,31.4
